Index,Word,Meaning,Synonyms,Conjugation,Searched,Unnamed: 6,,,,,,
9037,mkereketwa,"mtu anayependa sana au anayeshabikia sana jambo, chama, imani au itikadi",,,,Edit Word Delete Word Create a Question,,,,,,
9038,mkesha,siku inayotangulia siku yenye shughuli maalumu kwa mfano mwaka mpya: Mkesha wa Krismasi. | hali ya mbingu kuwa angavu baada ya mawingu kutoweka angani Mvua ya mkesha mvua za rasharasha zinazonyesha eneo fulani tu,,,,Edit Word Delete Word Create a Question,,,,,,
9039,mkesha,ndege wa jamii ya shore mwenye rangi ya kahawia mgongoni na nyeupe iliyochanganyika na kahawia kifuani na tumboni,,,,Edit Word Delete Word Create a Question,,,,,,
9040,Mkhufti,mwenyeji wa asili wa Misri kabla nchi hiyo haijavamiwa na kukaliwa na Waarabu | muumini wa madhehebu ya Kikristo ya Kikopti ambayo ni ya kanisa la asili la huko Misri,,,,Edit Word Delete Word Create a Question,,,,,,
9041,mkia,sehemu ya nyuma kabisa ya mwili inayotokeza kutoka kifupa cha uti wa mgongo wa mnyama au samaki inayoweza kupindika,,,,Edit Word Delete Word Create a Question,,,,,,
9042,mkiki,utumiaji nguvu katika kupata kitu,,,,Edit Word Delete Word Create a Question,,,,,,
9043,mkikimkiki,mambo yenye kufanyika kwa nguvu,mapambano,,,Edit Word Delete Word Create a Question,,,,,,
9044,mkilua,mti wenye maua ambayo wanawake huyatumia kama manukato,,,,Edit Word Delete Word Create a Question,,,,,,
9045,mkimbiaji,mtu anayeshiriki mchezo wa kukimbia,,,,Edit Word Delete Word Create a Question,,,,,,
9046,mkimbizi,mtu mwenye tabia ya kuondoka mahali anapotakiwa kuwa | mtu anayekimbia nchi yake ili kunusuru maisha yake kutokana na vita au ukandamizwaji na kwenda kuishi nchi nyingine,,,,Edit Word Delete Word Create a Question,,,,,,
9047,mkimwa,"mtu anayekinai jambo au kukasirika upesi, mtu asiye na uvumilivu | mtu asiyekuwa mchangamfu",,,,Edit Word Delete Word Create a Question,,,,,,
9048,mkimya,mtu asiyependa kuongea, mtu mwenye tabia ya kukaa kimya,,,,Edit Word Delete Word Create a Question,,,,,
9049,mkinda,ngoma ichezwayo kwenye sherehe ya harusi au katika kumaliza msiba | ngoma inayochezwa wakati wa kumweka mwari ndani,,,,Edit Word Delete Word Create a Question,,,,,,
9050,mkindu,mti wa jamii ya mtende ambao majani yake (kindu) husukia kili na matunda yake ni madogo kuliko tende,,,,Edit Word Delete Word Create a Question,,,,,,
9051,mkingamo,uwekaji kitu kukingama njia ili isipitike | kikwazo anachowekewa mtu ili asifanikiwe analotaka: Alifanyiwa mikingamo ili asipande cheo.,,,,Edit Word Delete Word Create a Question,,,,,,
9052,mkingiri,mmea wenye maua ya njano na rangi ya pinki iliyochanganyika na zambarau ambao hufanyizwa dawa ya kutibu sumu ya nyoka,,,,Edit Word Delete Word Create a Question,,,,,,
9053,mkingu,mti mrefu na mgumu ambao aghalabu hautoi majani,,,,Edit Word Delete Word Create a Question,,,,,,
9054,mkinzani,mtu mwenye mawazo yanayopingana na ya watu wengine,mpinzani,,,Edit Word Delete Word Create a Question,,,,,,
9055,mkinzano,hali ya kupingana,upinzani,,,Edit Word Delete Word Create a Question,,,,,,
9056,mkirika,mmea unaofaa sana kutengenezea uzio,,,,Edit Word Delete Word Create a Question,,,,,,
9057,mkiritimba,mtu anayependa kuhodhi biashara au mamlaka peke yake,,,,Edit Word Delete Word Create a Question,,,,,,
9058,mkiwa,"mtoto aliyefiwa na wazazi wake wote, mtu asiyekuwa na ndugu wala jamaa | mtu mpweke",,,,Edit Word Delete Word Create a Question,,,,,,
9059,mkizi,samaki wa rangi ya kahawia na kijivu mgongoni na magamba makubwa mwenye tabia ya kuruka,,,,Edit Word Delete Word Create a Question,,,,,,
9060,mkoa,eneo la nchi kiutawala ambalo hujumuisha wilaya kadhaa: Mkoa wa Pwani una wilaya sita.,jimbo,,,Edit Word Delete Word Create a Question,,,,,,
9061,mkoa,kipande cha madini kwa mfano shaba cha umbo la mstatili,mche,,,Edit Word Delete Word Create a Question,,,,,,
9062,mkoba,"mfuko uliosukwa au kutengenezwa kwa ngozi wa kuwekea vitu kwa mfano nguo, vitabu, mafaili na kadhalika | mfuko wa mganga wa kuwekea zana zake za kazi kifungua mkoba ada anayotoza mganga kabla ya kuanza kazi",,,,Edit Word Delete Word Create a Question,,,,,,
9063,mkoche,mti wa jamii ya mnazi unaoota nchi kame na ambao majani yake hutumiwa kusukia majamvi,,,,Edit Word Delete Word Create a Question,,,,,,
9064,mkodi,mtu ambaye hupanga nyumba kwa mkataba | mtu anayechukua kitu na kukitumia kwa muda na kulipa gharama za kukitumia,,,,Edit Word Delete Word Create a Question,,,,,,
9065,mkoi,"mtoto wa baba mkubwa au baba mdogo, mjomba au shangazi",,,,Edit Word Delete Word Create a Question,,,,,,
9066,mkojo,uchafu wa majimaji yanayojikusanya katika kibofu na kutoka nje kwa njia ya tupu ya mbele ya mtu au mnyama,,,,Edit Word Delete Word Create a Question,,,,,,
9067,mkoka,mmea unaopatikana Marekani Kusini na ambao majani yake hutengenezwa kokeini,,,,Edit Word Delete Word Create a Question,,,,,,
9068,mkoko,mti unaoota kando ya bahari na kufanya vichaka vinene unaofaa kujengea na ambao magome yake hutengenezea dawa ya kuhifadhia ngozi za wanyama,mkandaa,,,Edit Word Delete Word Create a Question,,,,,,
9069,mkokoteni,gari la mizigo la kusukumwa au kukokotwa,rukwama,,,Edit Word Delete Word Create a Question,,,,,,
9070,mkokoto,hali ya kuburuta kitu | alama inayobaki juu ya ardhi ya kitu kilichokokotwa,,,,Edit Word Delete Word Create a Question,,,,,,
9071,mkokotoo,"mchakato wa kukokotoa, tendo la kukokotoa hesabu",,,,Edit Word Delete Word Create a Question,,,,,,
9072,mkola,mmea usiopukutisha majani unaozaa matunda yenye kafeni,,,,Edit Word Delete Word Create a Question,,,,,,
9073,mkole,"mti mdogo wenye shina jeupe, matunda madogo kama buni na mizizi ambayo ni dawa ya kuharisha",,,,Edit Word Delete Word Create a Question,,,,,,
9074,mkole,"tawi la jamii ya minazi, mitende au michikichi lenye matunda ya mimea hiyo",,,,Edit Word Delete Word Create a Question,,,,,,
9075,mkologwe,ndizi zilizomenywa na kukaushwa,hangale,,,Edit Word Delete Word Create a Question,,,,,,
9076,mkoloni,mtu wa taifa la kigeni anayetawala nchi nyingine kwa niaba ya nchi yake,,,,Edit Word Delete Word Create a Question,,,,,,
9077,mkoma,mti unaofanana na mkoche,,,,Edit Word Delete Word Create a Question,,,,,,
9078,mkoma,mtu anayeua watu | mtu mwenye ugonjwa wa ukoma,muuaji,,,Edit Word Delete Word Create a Question,,,,,,
9079,mkomafi,mti mrefu unaostawi ufukweni mwa bahari unaozaa matunda ya kahawia,,,,Edit Word Delete Word Create a Question,,,,,,
9080,mkomamanga,"mti unaozaa makomamanga ambayo ni matunda yaliyo duara yenye kugawika katika vijisehemu, ganda lake ni gumu na la rangi ya dhahabu iliyochanganyika na ya machungwa ambayo ni dawa ya kuharisha",,,,Edit Word Delete Word Create a Question,,,,,,
9081,mkombo,mkono wa usukani wa chombo cha majini kwa mfano mashua,kana,,,Edit Word Delete Word Create a Question,,,,,,
9082,mkombozi,mtu anayewaongoza watu kupigania haki yao ya kuwa huru na kujitawala wenyewe | mtu anayelipa fedha ili kumkomboa mtu aliyetekwa au kitu kilichowekwa rahani,,,,Edit Word Delete Word Create a Question,,,,,,
9083,mkomo,ungaunga ambao huaminika kuwa ukipulizwa na kisha jina la mtu likatajwa mtu huyo huzirai,,,,Edit Word Delete Word Create a Question,,,,,,
9084,mkomunisti,mtu ambaye anaamini itikadi ya ukomunisti,,,,Edit Word Delete Word Create a Question,,,,,,
9085,mkomwe,mmea ambao kokwa zake hutumiwa kama vihesabio katika mchezo wa bao | unga unaodaiwa kuwa mtu akiukanyaga hufa,,,,Edit Word Delete Word Create a Question,,,,,,
9086,mkondo,njia toka sehemu moja iliyo ndani ya waya inayosafirisha umeme mpaka mahali unapotakiwa | njia inayofanywa na mtu au mnyama anapopita katika nyasi ndefu kwa kuzilaza anapozikanyaga | njia inayosafirisha umeme iliyo ndani ya waya mpaka mahali unapotakiwa |,,,,Edit Word Delete Word Create a Question,,,,,,
9087,mkondogeu,njia ya umeme unaobadilishabadilisha mwelekeo,,,,Edit Word Delete Word Create a Question,,,,,,
9088,mkondohewa,njia ambayo hewa yenye joto husafiria,,,,Edit Word Delete Word Create a Question,,,,,,
9089,mkonga,kiungo cha tembo kinachotokeza mbele usoni kama pua ambacho ni kirefu na hukitumia kukamatia vitu,mwiro,,,Edit Word Delete Word Create a Question,,,,,,
9090,mkonge,samaki mwembamba na mrefu mwenye miba mingi,,,,Edit Word Delete Word Create a Question,,,,,,
9091,mkongojo,fimbo inayotumiwa na wazee wenye matatizo ya kutembea ili iwasaidie kujikongoja,asa,,,Edit Word Delete Word Create a Question,,,,,,
9092,mkongoto,pigo kubwa,,,,Edit Word Delete Word Create a Question,,,,,,
9093,mkongwe,mtu mwenye umri mkubwa sana,,,,Edit Word Delete Word Create a Question,,,,,,
9094,mkoni,"mti laini ambao majani yake yamechongoka kama sindano, matawi yameelekea juu mfano wa mkuki na mbao zake hutengenezewa karatasi",,,,Edit Word Delete Word Create a Question,,,,,,
9095,mkono,"kiungo katika mwili wa kiumbe kinachojitokeza kutoka kwenye bega, hutumiwa kwa shughuli nyingi kwa mfano kushikia vitu | kitu kinachoshika vitu kama mkono | umbo dogo la kitu linalojitokeza kutoka kwenye kitu chenyewe ; : mkono bahari -> sehemu nyembamba",dhiraa,,,Edit Word Delete Word Create a Question,,,,,,
9096,mkonokono,mganga wa jadi mwenye kujua dawa za kutibu sumu ya nyoka,mnunguri,,,Edit Word Delete Word Create a Question,,,,,,
9097,mkonomto,tawi la mto linalochipuka kutoka kwenye mto,,,,Edit Word Delete Word Create a Question,,,,,,
9098,mkonzo,fimbo iliyochongoka ya kuchokolea pweza kwenye miamba,,,,Edit Word Delete Word Create a Question,,,,,,
9099,mkoo,mtu asiyekuwa safi wa mwili wala kuweka nyumba yake katika hali ya usafi,,,,Edit Word Delete Word Create a Question,,,,,,
9100,mkopeshaji,mtu anayewapa watu pesa zake kama mkopo ili baadaye arudishiwe pamoja na riba au bila riba,,,,Edit Word Delete Word Create a Question,,,,,,
9101,mkopi,"mtu ambaye huchukua pesa kutoka kwa watu wengine kwa mkopo, mtu anayekopa watu fedha",,,,Edit Word Delete Word Create a Question,,,,,,
9102,mkopo,mali au fedha ambazo mtu hupewa kwa makubaliano kuwa atazirejesha au kulipa thamani ya mali aliyopewa baadaye, : Nyumba ya mkopo -> nyumba iliyonunuliwa au kujengwa kwa fedha zilizokopwa,,,,Edit Word Delete Word Create a Question,,,,,
9103,mkora,mtu asiye na tabia nzuri,mhuni,,,Edit Word Delete Word Create a Question,,,,,,
9104,mkorofi,"mtu mgomvi na mchokozi | mtu ambaye kila anachopata hupotea, mtu asiyepata mafanikio",,,,Edit Word Delete Word Create a Question,,,,,,
9105,mkorogo,mchanganyiko wa vitu tofauti pamoja na majimaji ambavyo vimekorogwa pamoja | mchanganyiko wa dawa na vitu mbalimbali kwa mfano maparachichi ambayo hutumiwa na watu kupaka mwilini ili kuifanya ngozi iwe nyeupe na nyororo | mambo yaliyofanywa ovyoovyo,,,,Edit Word Delete Word Create a Question,,,,,,
9106,mkoromo,sauti nzito ya mkwaruzo inayotolewa na mtu anapokuwa usingizini,"nyono, msono",,,Edit Word Delete Word Create a Question,,,,,,
9107,mkorosho,mti unaozaa korosho,"mbibo, mkanju",,,Edit Word Delete Word Create a Question,,,,,,
9108,mkosaji,"mtu ambaye hapati kitu anachokitaka, mtu anayekosa kile anachotaka | mtu anayefanya makosa mara kwa mara",,,,Edit Word Delete Word Create a Question,,,,,,
9109,mkosefu,mtu aliyefanya makosa | mtu asiyekuwa na kitu mara kwa mara,,,,Edit Word Delete Word Create a Question,,,,,,
9110,mkosha,fimbo maalumu ya kuswaga ng''ombe | kitu cha kumchochea mtu atende jambo,,,,Edit Word Delete Word Create a Question,,,,,,
9111,mkosi,"mambo mabaya yasiyotarajiwa yanayompata mtu, bahati mbaya",,,,Edit Word Delete Word Create a Question,,,,,,
9112,mkota,mmea wa jamii ya mtama ambao shina lake lina maji matamu ambalo watu hulitafuna kama muwa au hutengenezea sukari,,,,Edit Word Delete Word Create a Question,,,,,,
9113,mkota,mtu mwenye nguvu nyingi,"jitu, mbabe",,,Edit Word Delete Word Create a Question,,,,,,
9114,mkowa,mkanda mpana wa kuwekea fedha ambao huvaliwa kiunoni,,,,Edit Word Delete Word Create a Question,,,,,,
9115,mkrismasi,mmea wenye matawi yaliyotanda ambao hutoa maua ya njano na mekundu kuanzia Desemba hadi Januari,mkayakaya,,,Edit Word Delete Word Create a Question,,,,,,
9116,Mkristo,"muumini wa dini ya Kikristo, mfuasi wa Kristo au Masihi",Mmasiya,,,Edit Word Delete Word Create a Question,,,,,,
9117,mkucha,ndege mdogo wa jamii ya kurumbizi,kirumbizi,,,Edit Word Delete Word Create a Question,,,,,,
9118,mkudhumani,mti unaozaa matunda ya duara ambayo ganda lake ni gumu na la rangi ya dhahabu iliyochanganyika na ya chungwa,mkomamanga,,,Edit Word Delete Word Create a Question,,,,,,
9119,mkufu,pambo mithili ya mnyororo mwembamba linalotengenezwa kwa fedha au dhahabu na kuvaliwa shingoni hasa na wanawake,,,,Edit Word Delete Word Create a Question,,,,,,
9120,mkufunzi,mwalimu anayefundisha katika vyuo hasa vile vinavyotoa vyeti au diploma kwa mfano vyuo vya ualimu | mwanafunzi aliyehitimu shahada ya kwanza ambaye anaendelea na masomo ya juu huku akifundisha wanachuo,,,,Edit Word Delete Word Create a Question,,,,,,
9121,mkugo,kitu anachodaiwa mtu,deni,,,Edit Word Delete Word Create a Question,,,,,,
9122,mkuki,silaha inayotengenezwa kwa kipande cha chuma bapa kilichochongoka ambacho huchomekwa kwenye mti,,,,Edit Word Delete Word Create a Question,,,,,,
9123,mkuku,ubao unaowekwa chini ya dau au jahazi na kupigiliwa mataruma kwenda juu kila upande,"mastamu, cheleko",,,Edit Word Delete Word Create a Question,,,,,,
9124,mkukumkuku,hali ya fujo na kusukumana,,,,Edit Word Delete Word Create a Question,,,,,,
9125,mkukuriko,"hali ya kuwa na shughuli nyingi, hali ya kushughulika sana",,,,Edit Word Delete Word Create a Question,,,,,,
9126,mkulima,mtu anayelima shamba lake ili kujipatia mahitaji yake | mtu anayemiliki shamba na kulilima yeye mwenyewe au kutumia vibarua wa kumlimia,,,,Edit Word Delete Word Create a Question,,,,,,
9127,mkulivu,mtu ambaye huropoka maneno mengi yasiyo na mvuto | mtu mvivu na mzembe,"mpayukaji, mlegevu, goigoi",,,Edit Word Delete Word Create a Question,,,,,,
9128,mkulo,chujio la tui linalotengenezwa kwa ndifu,"kung'uto, kichujio",,,Edit Word Delete Word Create a Question,,,,,,
9129,mkumbi,mti wenye magome yanayotengenezewa rangi ya manjano iwekwayo kwenye kili,mwingamo,,,Edit Word Delete Word Create a Question,,,,,,
9130,mkumbizi,mtu anayetafuta mazao yaliyosalia shambani baada ya mwenye shamba kuvuna | mtu anayeondoa taka mahali na kupaacha safi,,,,Edit Word Delete Word Create a Question,,,,,,
9131,mkumbo,"uondoaji wa vitu na kumaliza kabisa mara moja | msukumo wa watu au vitu vingi pamoja vyenye sifa moja: Wanafunzi wa chuo kikuu walipopata mkopo, wale wa vyuo vingine nao waliingia kwenye mkumbo wakapata.",,,,Edit Word Delete Word Create a Question,,,,,,
9132,mkunatuu,mti wenye majani na mizizi inayoweza kukaushwa na kutiwa kwenye jeraha kama dawa,,,,Edit Word Delete Word Create a Question,,,,,,
9133,mkunazi,"mti ambao una miba, majani madogo na matunda madogo yaliwayo",,,,Edit Word Delete Word Create a Question,,,,,,
9134,mkundaji,samaki mwekundu wa jamii ya sururu mwenye magamba manene ambaye hudaiwa kuwa akiliwa mtu hupata vipele,,,,Edit Word Delete Word Create a Question,,,,,,
9135,mkunde,mmea wa jamii ya maharage unaotambaa ambao majani yake ni mboga na mbegu zake ni ndogo kuliko za maharagwe,,,,Edit Word Delete Word Create a Question,,,,,,
9136,mkundu,tupu ya nyuma iliyo makalioni ambapo mavi hutokea,"kinyo, tuu",,,Edit Word Delete Word Create a Question,,,,,,
9137,mkunga,mtu mwenye maarifa ya kumzalisha mjamzito,,,,Edit Word Delete Word Create a Question,,,,,,
9138,mkunga,"samaki mwembamba mrefu mwenye umbo la nyoka ambaye ni mweusi au wa kijivu, kahawia au mabatobato",,,,Edit Word Delete Word Create a Question,,,,,,
9139,mkunga,mti unaoota porini wenye mibamiba na ambao ni chakula cha tembo,,,,Edit Word Delete Word Create a Question,,,,,,
9140,mkunge,maradhi ya upele yawapatayo wanyama,,,,Edit Word Delete Word Create a Question,,,,,,
9141,mkungu,mti unaozaa matunda yenye kokwa na badamu ndani ya hiyo kokwa ambao ganda lake na badamu iliyo ndani ya kokwa vyote huliwa,,,,Edit Word Delete Word Create a Question,,,,,,
9142,mkungu,suke la ndizi zilizojishika kwenye mkole ambapo ndizi zimejipanga katika vichane kadhaa,,,,Edit Word Delete Word Create a Question,,,,,,
9143,mkungu,bakuli lililotengenezwa kwa udongo | mfuniko wa chungu ambao hutengenezwa kwa udongo,"bunguu, kibia",,,Edit Word Delete Word Create a Question,,,,,,
9144,mkunguma,mti wenye majani madogo ambao huzaa matunda madogo kama zabibu ambayo huwa kwenye mkole na yakiiva huwa na rangi ya chungwa,,,,Edit Word Delete Word Create a Question,,,,,,
9145,mkungumanga,mti unaozaa kungumanga,,,,Edit Word Delete Word Create a Question,,,,,,
9146,mkunguni,mti unaotumiwa kutengeneza michi,,,,Edit Word Delete Word Create a Question,,,,,,
9147,mkunguni,"mtu ambaye hataki kufanya kazi, mtu mvivu",,,,Edit Word Delete Word Create a Question,,,,,,
9148,mkunguru,ugonjwa unaompata mtu kutokana na kubadilisha hali ya hewa | woga wa mtu katika kufanya jambo fulani,kitete,,,Edit Word Delete Word Create a Question,,,,,,
9149,mkunguru,aina ya mti utoao mbao ngumu,mninga,,,Edit Word Delete Word Create a Question,,,,,,
9150,mkung'uto,tendo la kutikisa au kurusha hewani kitu kwa mfano nguo ili kutoa vumbi au majimaji yaliyomo ndani,,,,Edit Word Delete Word Create a Question,,,,,,
9151,mkunguzi,jina la jumla kwa mimea inayotambaa na kujisokota kwenye miti au mimea mingine,,,,Edit Word Delete Word Create a Question,,,,,,
9152,mkunjo,"sehemu iliyopinda katika nguo, karatasi au kitu laini | tendo la kukunja kitu, tendo la kupinda kitu laini",mpeto,,,Edit Word Delete Word Create a Question,,,,,,
9153,mkuno,"hali ya kukwaruza kwa kucha, tendo la kukwangua nazi kwa mbuzi, tendo la kukuna kitu",,,,Edit Word Delete Word Create a Question,,,,,,
9154,mkunungu,mti ulio na miba iliyopinda kama ndoana,mnokoa,,,Edit Word Delete Word Create a Question,,,,,,
9155,mkunyati,mti mrefu unaojishikisha kwenye mti mwingine,,,,Edit Word Delete Word Create a Question,,,,,,
9156,mkunyuo,"tendo la kuchubua kitu, umegaji wa kitu kwa meno",,,,Edit Word Delete Word Create a Question,,,,,,
9157,mkunzo,namna ya bangili ya uzi inayotengenezwa kutokana na madini au ngozi,udodi,,,Edit Word Delete Word Create a Question,,,,,,
9158,mkuo,"kipande cha fedha, dhahabu au sabuni chenye umbo la mstatili","mche, mkando",,,Edit Word Delete Word Create a Question,,,,,,
9159,mkupi,samaki mwembamba mwenye rangi ya njano ambaye hupatikana karibu na mito,,,,Edit Word Delete Word Create a Question,,,,,,
9160,mkupuo,hali ya kumaliza jambo au kitu kwa mara moja: Amekunywa maji yote kwa mkupuo mmoja. | mojawapo ya idadi ya matendo yanayotosheleza kumaliza shughuli au jambo fulani: Mchanga wote ulisombwa kwa mikupuo mitano.,,,,Edit Word Delete Word Create a Question,,,,,,
9161,mkupuzi,mtu anayekwapua vitu vya watu,"mwizi, mkwapuaji",,,Edit Word Delete Word Create a Question,,,,,,
9162,mkure,samaki mwembamba wa rangi ya kijivu na nyeusi mgongoni ambaye mdomo wake umechongoka na kichwa chake ni kirefu,,,,Edit Word Delete Word Create a Question,,,,,,
9163,mkuruba,hali ya kuwa karibukaribu: Juma na Asha wamekaa mkuruba katika picha hii.,,,,Edit Word Delete Word Create a Question,,,,,,
9164,mkurufunzi,mtu ambaye anasomea kazi katika chuo: Wakurufunzi wamehitimu mafunzo ya ualimu.,,,,Edit Word Delete Word Create a Question,,,,,,
9165,mkurugenzi,"mkuu wa idara kuu ya wizara, shirika au taasisi: Mkurugenzi wa Michezo na Vijana; Mkurugenzi wa Taasisi ya Elimu. | mtu aliyeelimika sana",,,,Edit Word Delete Word Create a Question,,,,,,
